patient	timePoint	GTSP	dataSource	cellType	TotalReads	UniqueSites	InferredCells	cells	gini	shannon	simpson	chao1	pielou2
pWAS_UK11	M20	GTSP1488	Illumina	PBMC	707262	4323	5443	5535.669857689	0.211410078568329	8.01954701190285	0.998924185223794	37038.6276150628	0.957934748343824
pWAS_UK11	M20	GTSP1489	Illumina	NEUTROPHILS	764120	1220	1376	1425.78424320558	0.129925437517502	7.03582123403337	0.999009589054933	6193.17391304348	0.990039562862763
pWAS_UK11	M20	GTSP1490	Illumina	T CELLS	749603	559	746	776.461344470949	0.256277364527279	6.04162935339298	0.995478980289165	2286.15873015873	0.955024755426744
pWAS_UK11	M20	GTSP1491	Illumina	B CELLS	693499	560	613	677.956307407533	0.149583334784131	6.2574453458192	0.997892854526309	2121.11428571429	0.988860280954253
pWAS_UK11	M20	GTSP1492	Illumina	NK CELLS	456570	361	397	416.57543958811	0.125372833585882	5.80054104838841	0.996433961279187	3795.125	0.984999364807777
pWAS_UK11	M20	GTSP1493	Illumina	MONOCYTES	791066	60	77	90.4257450482681	0.318147823630443	3.66330556399791	0.9468217882168	775.5	0.894723320992249
pWAS_UK11	M6	GTSP1274	Illumina	PBMC	665356	1357	1684	1790.34200388431	0.215059044786041	7.0517450070764	0.998849314876511	5421.53548387097	0.977639547368607
pWAS_UK11	M6	GTSP1275	Illumina	NEUTROPHILS	764542	1485	1577	1650.79376710199	0.0931419912801007	7.25386825479158	0.999229690406048	10726.2	0.993249260786846
pWAS_UK11	M6	GTSP1276	Illumina	T CELLS	1016780	2993	4786	5037.69704632378	0.375384659272481	7.43255248206593	0.998196326688744	11648.7359050445	0.928601102428683
pWAS_UK11	M6	GTSP1277	Illumina	B CELLS	1015853	3794	3921	4072.04835965417	0.0638474470555086	8.21236846322297	0.999715759216009	32872.930875576	0.996504420395108
pWAS_UK11	M6	GTSP1278	Illumina	NK CELLS	1088799	2086	2256	2578.45154289437	0.16373265544254	7.55902240195009	0.999411031294834	7261.09824561404	0.989012011819556
pWAS_UK11	M6	GTSP1279	Illumina	MONOCYTES	212871	237	250	253.224341362173	0.0608074704527249	5.43735331936882	0.995421273998329	3037	0.994384329913398
pWAS_UK11	Y1	GTSP1118	Illumina	PBMC	456621	1708	1812	1839.10036835897	0.0691438902926718	7.38016211642737	0.999246239050132	31067.6956521739	0.991547011228852
pWAS_UK11	Y1	GTSP1119	Illumina	NEUTROPHILS	541561	474	526	545.666790552535	0.120065778255782	6.09238264546364	0.997447918032184	2650.90243902439	0.988829352326923
pWAS_UK11	Y1	GTSP1120	Illumina	T CELLS	960593	1997	2533	2648.5045317745	0.226557606568173	7.35114775515887	0.998764231862489	9144.56650246305	0.967332482209443
pWAS_UK11	Y1	GTSP1121	Illumina	B CELLS	898666	1711	1766	1870.95328945723	0.0787228154334902	7.41031386654367	0.999362776126395	11832.3606557377	0.995363306862818
pWAS_UK11	Y1	GTSP1122	Illumina	NK CELLS	498233	466	503	530.61186016833	0.11025434172792	6.08934257303093	0.99752751302799	2463.79069767442	0.991073990214405
pWAS_UK11	Y1	GTSP1123	Illumina	MONOCYTES	355039	233	254	257.282104362831	0.0872628652983909	5.40926689305445	0.995228595198729	1752.4	0.992336953615889
pWAS_UK11	Y2	GTSP1670	Illumina	PBMC	640254	5306	6446	6543.66996884282	0.180930350668542	8.2949794100795	0.999132511997345	40403.5240963855	0.967164804595335
pWAS_UK11	Y2	GTSP1671	Illumina	NEUTROPHILS	506417	3529	4889	4957.81178318403	0.245181360276649	7.98961215900315	0.999531856517196	10587.1176470588	0.978067974916753
pWAS_UK11	Y2	GTSP1672	Illumina	T CELLS	826370	317	420	494.717867779096	0.306871456236138	5.4939026811791	0.993612114480132	957.977272727273	0.95398443955057
pWAS_UK11	Y2	GTSP1673	Illumina	B CELLS	630556	660	745	796.173172308337	0.151884123815272	6.40841259955185	0.998125912693466	3046.49253731343	0.987088087070284
pWAS_UK11	Y2	GTSP1674	Illumina	NK CELLS	469260	377	435	462.8737847781	0.172913245546533	5.79266800469545	0.996060802090036	3559.83333333333	0.976471440686928
pWAS_UK11	Y2	GTSP1675	Illumina	MONOCYTES	25748	27	31	31.0484785674103	0.122469098692058	3.20992069702746	0.953110559543123	177	0.973931910931917
pWAS_UK11	Y3	GTSP2001	Illumina	PBMC	666230	3002	3526	3586.18366502719	0.154082186004031	7.83912592024128	0.999299006768838	22743.7553191489	0.979029926475093
pWAS_UK11	Y3	GTSP2002	Illumina	NEUTROPHILS	870559	1559	1982	2020.6945471134	0.201451129676545	7.21029044021934	0.999039504273978	6095.15300546448	0.980751730003693
pWAS_UK11	Y3	GTSP2003	Illumina	T CELLS	736726	425	521	551.197210592963	0.204962155279215	5.88328598113335	0.995900110352448	1633.36538461538	0.972108278136776
pWAS_UK11	Y3	GTSP2004	Illumina	B CELLS	723050	471	515	550.734242512147	0.129849593710469	6.08633100806596	0.997465182149793	2311.5652173913	0.988866179381605
pWAS_UK11	Y3	GTSP2005	Illumina	NK CELLS	727734	92	131	152.504600264101	0.346928503807513	4.19661561585763	0.976750839154755	376	0.9280875353523
pWAS_UK11	Y3	GTSP2006	Illumina	MONOCYTES	747039	306	389	413.951613083964	0.224769544617818	5.57332911570189	0.99521640086231	1011.85714285714	0.973747924845349
pWAS_UK11	Y3	GTSP2194	Illumina	PBMC	581818	1606	1813	1833.0727331517	0.118035680904435	7.26686153093755	0.999006003093371	14339.5172413793	0.984469236043349
pWAS_UK11	Y3	GTSP2195	Illumina	NEUTROPHILS	676630	627	743	753.993616091004	0.14799945463169	6.36259390843277	0.998052699886746	2542.91891891892	0.987835230162856
